id,card_name,foundry,process_size,transistors,die_size,architecture,slot_width,tdp,base_clock,mem_clock,directX_ver,opengl_ver,opencl_ver,vulkan_ver,cuda_ver,shader_model_ver,mem_size,mem_type,mem_bus,bandwidth,pixel_rate,texture_rate,FP16_rate,FP32_rate,FP64_rate,shading_units,production_status,release_date
2199,NVIDIA GeForce GTX 560M,TSMC,40 nm,"1,170 million",238 mm²,Fermi 2.0,MXM Module,75 W,,"625 MHz
										
					2.5 Gbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1536 MB,GDDR5,192 bit,60.00 GB/s,6.200 GPixel/s,24.80 GTexel/s,,595.2 GFLOPS,49.60 GFLOPS (1:12),192,End-of-life,"May 30th, 2011"
2200,NVIDIA GeForce GT 610 OEM,TSMC,40 nm,292 million,79 mm²,Fermi 2.0,Single-slot,29 W,,"500 MHz
										
					1000 Mbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1024 MB,DDR3,64 bit,8.000 GB/s,2.200 GPixel/s,4.400 GTexel/s,,115.2 GFLOPS,9.600 GFLOPS (1:12),48,End-of-life,"Sep 9th, 2012"
2201,NVIDIA GeForce FX 5700 Engineering Sample,TSMC,130 nm,82 million,133 mm²,Rankine,Single-slot,25 W,,"250 MHz
										
					500 Mbps effective",9.0a,"1.5 (full)
					2.0 (partial)",N/A,N/A,,,128 MB,DDR,128 bit,8.000 GB/s,1.700 GPixel/s,1.700 GTexel/s,,,,,End-of-life,"Aug 18th, 2003"
2202,AMD Thames,TSMC,40 nm,716 million,118 mm²,TeraScale 2,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,480,,"Feb 7th, 2011"
2203,NVIDIA GK107,TSMC,28 nm,"1,270 million",118 mm²,Kepler,,,,,12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),,,,,,,,,,384,,"Mar 22nd, 2012"
2204,ATI Redwood,TSMC,40 nm,627 million,104 mm²,TeraScale 2,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,400,,"Jan 14th, 2010"
2205,ATI Mobility Radeon X700,TSMC,110 nm,120 million,156 mm²,R400,,unknown,,"300 MHz
										
					600 Mbps effective",9.0b (9_2),2.1,N/A,N/A,,,128 MB,DDR,128 bit,9.600 GB/s,1.400 GPixel/s,2.800 GTexel/s,,,,,End-of-life,"Mar 1st, 2005"
2206,AMD Radeon HD 6970,TSMC,40 nm,"2,640 million",389 mm²,TeraScale 3,Dual-slot,250 W,,"1375 MHz
										
					5.5 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,2 GB,GDDR5,256 bit,176.0 GB/s,28.16 GPixel/s,84.48 GTexel/s,,2.703 TFLOPS,675.8 GFLOPS (1:4),1536,End-of-life,"Dec 14th, 2010"
2207,NVIDIA Quadro2 Go,TSMC,180 nm,20 million,64 mm²,Celsius,,unknown,,"181 MHz
										
					362 Mbps effective",7.0,1.2,N/A,N/A,,,32 MB,DDR,64 bit,2.896 GB/s,286.0 MPixel/s,286.0 MTexel/s,,,,,End-of-life,"Aug 14th, 2001"
2208,NVIDIA GeForce 8400M GT,TSMC,80 nm,210 million,127 mm²,Tesla,MXM Module,14 W,,"602 MHz
										
					1204 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,256 MB,GDDR3,128 bit,19.26 GB/s,1.800 GPixel/s,3.600 GTexel/s,,28.80 GFLOPS,,16,End-of-life,"May 9th, 2007"
2209,ATI Radeon X1950 XTX Uber Edition,TSMC,90 nm,384 million,352 mm²,Ultra-Threaded SE,Dual-slot,125 W,,"1050 MHz
										
					2.1 Gbps effective",9.0c (9_3),"2.1 (full)
					3.0 (partial)",N/A,N/A,,3.0,512 MB,GDDR4,256 bit,67.20 GB/s,10.72 GPixel/s,10.72 GTexel/s,,,,,End-of-life,"Jan 19th, 2007"
2210,NVIDIA GeForce GT 340 OEM,TSMC,40 nm,727 million,144 mm²,Tesla 2.0,Single-slot,69 W,,"850 MHz
										
					1700 Mbps effective",11.1 (10_1),3.3,1.1,N/A,1.2,4.1,1024 MB,GDDR3,128 bit,27.20 GB/s,4.400 GPixel/s,17.60 GTexel/s,,257.3 GFLOPS,,96,End-of-life,"Feb 2nd, 2010"
2211,AMD Radeon HD 8310G IGP,GlobalFoundries,32 nm,"1,303 million",246 mm²,TeraScale 3,IGP,20 W,424 MHz,System Shared,11.2 (11_0),4.4,1.2,N/A,,5.0,System Shared,System Shared,System Shared,System Dependent,2.216 GPixel/s,4.432 GTexel/s,,141.8 GFLOPS,,128,End-of-life,Jul 2013
2212,AMD Radeon HD 7770M,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,,32 W,,"1000 MHz
										
					4 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),1024 MB,GDDR5,128 bit,64.00 GB/s,10.80 GPixel/s,21.60 GTexel/s,,691.2 GFLOPS,43.20 GFLOPS (1:16),512,End-of-life,"Apr 24th, 2012"
2213,XGI XG40,UMC,130 nm,110 million,unknown,XG4,,,,,9.0,1.5,N/A,N/A,,,,,,,,,,,,,,"Sep 15th, 2003"
2214,NVIDIA GRID K520,TSMC,28 nm,"3,540 million",294 mm²,Kepler,Dual-slot,225 W,,"1250 MHz
										
					5 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),4 GB,GDDR5,256 bit,160.0 GB/s,23.84 GPixel/s,95.36 GTexel/s,,2.289 TFLOPS,95.36 GFLOPS (1:24),1536,End-of-life,"Jul 23rd, 2013"
2215,ATI Radeon 9800 XXL,TSMC,150 nm,117 million,218 mm²,R300,Single-slot,unknown,,"338 MHz
										
					676 Mbps effective",9.0,2.0,N/A,N/A,,,128 MB,DDR,256 bit,21.63 GB/s,3.120 GPixel/s,3.120 GTexel/s,,,,,End-of-life,"Oct 1st, 2003"
2216,NVIDIA GeForce 6100 + nForce 420,,90 nm,unknown,unknown,Curie,IGP,unknown,,System Shared,9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,System Shared,System Shared,System Shared,System Dependent,425.0 MPixel/s,425.0 MTexel/s,,,,,End-of-life,"Oct 11th, 2004"
2217,NVIDIA Tesla K20Xm,TSMC,28 nm,"7,080 million",561 mm²,Kepler,Dual-slot,235 W,,"1300 MHz
										
					5.2 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),6 GB,GDDR5,384 bit,249.6 GB/s,40.99 GPixel/s,164.0 GTexel/s,,3.935 TFLOPS,"1,312 GFLOPS (1:3)",2688,End-of-life,"Nov 12th, 2012"
2218,NVIDIA GeForce GT 630 OEM,TSMC,28 nm,"1,270 million",118 mm²,Kepler,Single-slot,50 W,,"891 MHz
										
					1782 Mbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),1024 MB,DDR3,128 bit,28.51 GB/s,3.500 GPixel/s,14.00 GTexel/s,,336.0 GFLOPS,14.00 GFLOPS (1:24),192,End-of-life,"Apr 24th, 2012"
2219,NVIDIA RTX A3000 Mobile 12 GB,Samsung,8 nm,"17,400 million",392 mm²,Ampere,,70 W,495 MHz,"1750 MHz
										
					14 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,8.6,6.7,12 GB,GDDR6,192 bit,336.0 GB/s,74.88 GPixel/s,149.8 GTexel/s,9.585 TFLOPS (1:1),9.585 TFLOPS,149.8 GFLOPS (1:64),4096,Active,"Apr 12th, 2021"
2220,NVIDIA GeForce GT 520 PCI,TSMC,40 nm,292 million,79 mm²,Fermi 2.0,Single-slot,29 W,,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1024 MB,DDR3,64 bit,14.40 GB/s,1.620 GPixel/s,6.480 GTexel/s,,155.5 GFLOPS,12.96 GFLOPS (1:12),48,End-of-life,"Apr 13th, 2011"
2221,ATI WinCharger,,600 nm,1 million,90 mm²,Mach,Single-slot,unknown,,40 MHz,N/A,N/A,N/A,N/A,,,2 MB,EDO,64 bit,320.0 MB/s,40.00 MPixel/s,0 MTexel/s,,,,,End-of-life,"Nov 1st, 1995"
2222,AMD Radeon Vega 8 Mobile,GlobalFoundries,12 nm,"4,940 million",210 mm²,GCN 5.0,IGP,15 W,300 MHz,System Shared,12 (12_1),4.6,2.1,1.3,,6.7,System Shared,System Shared,System Shared,System Dependent,9.600 GPixel/s,38.40 GTexel/s,2.458 TFLOPS (2:1),"1,229 GFLOPS",76.80 GFLOPS (1:16),512,Active,"Apr 8th, 2019"
2223,NVIDIA GeForce FX Go5200 NPB 64M,TSMC,150 nm,45 million,91 mm²,Rankine,,unknown,,"250 MHz
										
					500 Mbps effective",9.0a,"1.5 (full)
					2.0 (partial)",N/A,N/A,,,64 MB,DDR,128 bit,8.000 GB/s,1.000 GPixel/s,1.000 GTexel/s,,,,,End-of-life,"Mar 1st, 2003"
2224,ATI Color Emulation Card,,800 nm,unknown,90 mm²,Wonder,Single-slot,unknown,,5 MHz,N/A,N/A,N/A,N/A,,,32 KB,DRAM,32 bit,20.00 MB/s,0 MPixel/s,0 MTexel/s,,,,,End-of-life,"Aug 4th, 1986"
2225,NVIDIA RTX A4000,Samsung,8 nm,"17,400 million",392 mm²,Ampere,Single-slot,140 W,735 MHz,"1750 MHz
										
					14 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,8.6,6.7,16 GB,GDDR6,256 bit,448.0 GB/s,149.8 GPixel/s,299.5 GTexel/s,19.17 TFLOPS (1:1),19.17 TFLOPS,599.0 GFLOPS (1:32),6144,Active,"Apr 12th, 2021"
2226,AMD Radeon Pro 455,GlobalFoundries,14 nm,"3,000 million",123 mm²,GCN 4.0,MXM Module,35 W,,"1270 MHz
										
					5.1 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,2 GB,GDDR5,128 bit,81.28 GB/s,13.68 GPixel/s,41.04 GTexel/s,"1,313 GFLOPS (1:1)","1,313 GFLOPS",82.08 GFLOPS (1:16),768,Active,"Oct 30th, 2016"
2227,NVIDIA GeForce2 GTS PRO,TSMC,180 nm,25 million,88 mm²,Celsius,Single-slot,unknown,,"200 MHz
										
					400 Mbps effective",7.0,1.5,N/A,N/A,,,32 MB,DDR,128 bit,6.400 GB/s,800.0 MPixel/s,1.600 GTexel/s,,,,,End-of-life,"Apr 26th, 2000"
2228,AMD Radeon R9 M290X,TSMC,28 nm,"2,800 million",212 mm²,GCN 1.0,MXM Module,100 W,850 MHz,"1200 MHz
										
					4.8 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),4 GB,GDDR5,256 bit,153.6 GB/s,28.80 GPixel/s,72.00 GTexel/s,,2.304 TFLOPS,144.0 GFLOPS (1:16),1280,End-of-life,"Jan 9th, 2014"
2229,AMD Radeon HD 8970 OEM,TSMC,28 nm,"4,313 million",352 mm²,GCN 1.0,Dual-slot,250 W,,"1375 MHz
										
					5.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),3 GB,GDDR5,384 bit,264.0 GB/s,29.60 GPixel/s,118.4 GTexel/s,,3.789 TFLOPS,947.2 GFLOPS (1:4),2048,End-of-life,"Jan 8th, 2013"
2230,Intel UHD Graphics 610,Intel,14 nm+++,unknown,unknown,Generation 9.5,IGP,15 W,350 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.4,System Shared,System Shared,System Shared,System Dependent,2.100 GPixel/s,12.60 GTexel/s,403.2 GFLOPS (2:1),201.6 GFLOPS,50.40 GFLOPS (1:4),96,Active,"Apr 3rd, 2018"
2231,3dfx VSA-100,TSMC,250 nm,14 million,112 mm²,Voodoo Scalable,,,,,6.0,1.1,N/A,N/A,,,,,,,,,,,,,,"Jun 22nd, 2000"
2232,NVIDIA GeForce 6800,TSMC,130 nm,222 million,225 mm²,Curie,Single-slot,unknown,,"300 MHz
										
					600 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,256 MB,DDR,256 bit,19.20 GB/s,3.900 GPixel/s,3.900 GTexel/s,,,,,End-of-life,"Nov 8th, 2004"
2233,NVIDIA GeForce 6800 GTO,TSMC,130 nm,222 million,287 mm²,Curie,Dual-slot,unknown,,"500 MHz
										
					1000 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,256 MB,GDDR3,256 bit,32.00 GB/s,4.200 GPixel/s,4.200 GTexel/s,,,,,End-of-life,"Apr 14th, 2004"
2234,ATI Radeon 9200 PRO,UMC,150 nm,36 million,98 mm²,Rage 7,Single-slot,28 W,,"166 MHz
										
					332 Mbps effective",8.1,1.4,N/A,N/A,,,128 MB,DDR,128 bit,5.312 GB/s,960.0 MPixel/s,960.0 MTexel/s,,,,,End-of-life,"May 1st, 2003"
2235,Intel i752,Intel,150 nm,unknown,unknown,Generation 1.0,Single-slot,unknown,,133 MHz,7.0,1.2,N/A,N/A,,,16 MB,SDR,64 bit,1.064 GB/s,100.0 MPixel/s,100.0 MTexel/s,,,,,End-of-life,"Apr 27th, 1999"
2236,NVIDIA GeForce MX450 12W,TSMC,12 nm,"4,700 million",200 mm²,Turing,,12 W,720 MHz,"1250 MHz
										
					10 Gbps effective",12 (12_1),4.6,3.0,1.3,7.5,6.7,2 GB,GDDR6,64 bit,80.00 GB/s,29.76 GPixel/s,52.08 GTexel/s,3.333 TFLOPS (2:1),1.667 TFLOPS,52.08 GFLOPS (1:32),896,Active,"Aug 15th, 2020"
2237,NVIDIA TU116,TSMC,12 nm,"6,600 million",284 mm²,Turing,,,,,12 (12_1),4.6,3.0,1.3,7.5,6.7,,,,,,,,,,1536,,"Feb 22nd, 2019"
2238,AMD Sun,TSMC,28 nm,690 million,56 mm²,GCN 1.0,,,,,12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),,,,,,,,,,320,,"Feb 2nd, 2013"
2239,ATI Radeon 9550,TSMC,130 nm,60 million,76 mm²,R300,Single-slot,unknown,,"200 MHz
										
					400 Mbps effective",9.0 (9_0),2.0,N/A,N/A,,,64 MB,DDR,128 bit,6.400 GB/s,1.000 GPixel/s,1.000 GTexel/s,,,,,End-of-life,"Oct 1st, 2003"
2240,AMD FirePro W600,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,Single-slot,75 W,,"1000 MHz
										
					4 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,64.00 GB/s,12.00 GPixel/s,24.00 GTexel/s,,768.0 GFLOPS,48.00 GFLOPS (1:16),512,End-of-life,"Jun 13th, 2012"
2241,NVIDIA GeForce 820M,TSMC,28 nm,"1,270 million",118 mm²,Kepler,MXM Module,45 W,,"901 MHz
										
					1802 Mbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),2 GB,DDR3,128 bit,28.83 GB/s,6.480 GPixel/s,25.92 GTexel/s,,622.1 GFLOPS,25.92 GFLOPS (1:24),384,Active,"Mar 21st, 2015"
2242,AMD Radeon RX 5700 XT 50th Anniversary,TSMC,7 nm,"10,300 million",251 mm²,RDNA 1.0,Dual-slot,225 W,1680 MHz,"1750 MHz
										
					14 Gbps effective",12 (12_1),4.6,2.1,1.3,,6.7,8 GB,GDDR6,256 bit,448.0 GB/s,126.7 GPixel/s,316.8 GTexel/s,20.28 TFLOPS (2:1),10.14 TFLOPS,633.6 GFLOPS (1:16),2560,Active,"Jul 7th, 2019"
2243,AMD Radeon RX 6600M,TSMC,7 nm,"11,060 million",237 mm²,RDNA 2.0,IGP,100 W,2068 MHz,"1750 MHz
										
					14 Gbps effective",12 Ultimate (12_2),4.6,2.1,1.3,,6.7,8 GB,GDDR6,128 bit,224.0 GB/s,154.6 GPixel/s,270.6 GTexel/s,17.32 TFLOPS (2:1),8.659 TFLOPS,541.2 GFLOPS (1:16),1792,Active,"May 31st, 2021"
2244,AMD Redwood,TSMC,40 nm,627 million,104 mm²,TeraScale 2,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,400,,"May 14th, 2011"
2245,ATI Radeon HD 5490,TSMC,40 nm,292 million,59 mm²,TeraScale 2,Single-slot,19 W,,"500 MHz
										
					1000 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR3,64 bit,8.000 GB/s,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,,80,End-of-life,"Oct 28th, 2012"
2246,NVIDIA GeForce RTX 2060,TSMC,12 nm,"10,800 million",445 mm²,Turing,Dual-slot,160 W,1365 MHz,"1750 MHz
										
					14 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,7.5,6.7,6 GB,GDDR6,192 bit,336.0 GB/s,80.64 GPixel/s,201.6 GTexel/s,12.90 TFLOPS (2:1),6.451 TFLOPS,201.6 GFLOPS (1:32),1920,Active,"Jan 7th, 2019"
2247,AMD Radeon Instinct MI6,GlobalFoundries,14 nm,"5,700 million",232 mm²,GCN 4.0,Single-slot,150 W,1120 MHz,"1750 MHz
										
					7 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,8 GB,GDDR5,256 bit,224.0 GB/s,39.46 GPixel/s,177.6 GTexel/s,5.682 TFLOPS (1:1),5.682 TFLOPS,355.1 GFLOPS (1:16),2304,Active,"Dec 12th, 2016"
2248,ATI Radeon X800 XT Mac Edition,TSMC,130 nm,160 million,289 mm²,R400,Single-slot,54 W,,"500 MHz
										
					1000 Mbps effective",9.0b (9_2),2.1,N/A,N/A,,,256 MB,GDDR3,256 bit,32.00 GB/s,7.600 GPixel/s,7.600 GTexel/s,,,,,End-of-life,"Dec 1st, 2004"
2249,AMD Vega 20,TSMC,7 nm,"13,230 million",331 mm²,GCN 5.1,,,,,12 (12_1),4.6,2.1,1.3,,6.7,,,,,,,,,,4096,,"Nov 18th, 2018"
2250,NVIDIA Playstation 3 GPU 40nm,Sony,40 nm,302 million,114 mm²,Curie,,35 W,,"650 MHz
										
					1300 Mbps effective",N/A,ES 1.1,N/A,N/A,,,256 MB,GDDR3,128 bit,20.80 GB/s,4.400 GPixel/s,13.20 GTexel/s,,,,,End-of-life,"Oct 4th, 2012"
2251,NVIDIA GeForce2 Ti,TSMC,180 nm,25 million,88 mm²,Celsius,Single-slot,unknown,,"200 MHz
										
					400 Mbps effective",7.0,1.5,N/A,N/A,,,64 MB,DDR,128 bit,6.400 GB/s,1.000 GPixel/s,2.000 GTexel/s,,,,,End-of-life,"Oct 1st, 2001"
2252,AMD Radeon R7 M465,TSMC,28 nm,"1,550 million",125 mm²,GCN 3.0,,unknown,730 MHz,"1125 MHz
										
					4.5 Gbps effective",12 (12_0),4.6,2.1,1.2.170,,6.5,2 GB,GDDR5,64 bit,36.00 GB/s,8.192 GPixel/s,24.58 GTexel/s,786.4 GFLOPS (1:1),786.4 GFLOPS,49.15 GFLOPS (1:16),384,End-of-life,"May 15th, 2016"
2253,ATI M3,TSMC,250 nm,8 million,70 mm²,Rage 4,,,,,6.0,1.2,N/A,N/A,,,,,,,,,,,,,,"Oct 1st, 1999"
2254,ATI Radeon X1800 XT,TSMC,90 nm,312 million,288 mm²,Ultra-Threaded SE,Dual-slot,113 W,,"700 MHz
										
					1400 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,512 MB,GDDR3,256 bit,44.80 GB/s,9.600 GPixel/s,9.600 GTexel/s,,,,,End-of-life,"Oct 1st, 2005"
2255,NVIDIA GeForce 7300 LE,TSMC,90 nm,112 million,81 mm²,Curie,Single-slot,unknown,,"324 MHz
										
					648 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,128 MB,DDR2,64 bit,5.184 GB/s,900.0 MPixel/s,1.800 GTexel/s,,,,,End-of-life,"Mar 22nd, 2006"
2256,NVIDIA GeForce 315 OEM,TSMC,40 nm,727 million,144 mm²,Tesla 2.0,Single-slot,33 W,,"350 MHz
										
					700 Mbps effective",11.1 (10_1),3.3,1.1,N/A,1.2,4.1,256 MB,DDR2,64 bit,5.600 GB/s,2.024 GPixel/s,8.096 GTexel/s,,97.15 GFLOPS,,48,End-of-life,"Apr 28th, 2011"
2257,NVIDIA GeForce FX Go5300,TSMC,150 nm,45 million,124 mm²,Rankine,,unknown,,"250 MHz
										
					500 Mbps effective",9.0a,"1.5 (full)
					2.0 (partial)",N/A,N/A,,,64 MB,DDR,128 bit,8.000 GB/s,1.100 GPixel/s,1.100 GTexel/s,,,,,End-of-life,"Mar 1st, 2003"
2258,AMD Radeon R7 340 OEM,TSMC,28 nm,950 million,77 mm²,GCN 1.0,Single-slot,50 W,730 MHz,"900 MHz
										
					1800 Mbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,DDR3,128 bit,28.80 GB/s,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16),384,End-of-life,"May 5th, 2015"
2259,NVIDIA Quadro NVS 120M,TSMC,90 nm,112 million,81 mm²,Curie,MXM Module,10 W,,"700 MHz
										
					1400 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,512 MB,DDR2,64 bit,11.20 GB/s,900.0 MPixel/s,1.800 GTexel/s,,,,,End-of-life,"Jun 1st, 2006"
2260,NVIDIA GeForce 7900 GS,TSMC,90 nm,278 million,196 mm²,Curie,Single-slot,49 W,,"660 MHz
										
					1320 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,256 bit,42.24 GB/s,7.200 GPixel/s,9.000 GTexel/s,,,,,End-of-life,"May 1st, 2006"
2261,AMD Radeon HD 8210E,TSMC,28 nm,"1,178 million",110 mm²,GCN 2.0,IGP,9 W,,System Shared,12 (12_0),4.6,2.1,1.2.170,,6.5,System Shared,System Shared,System Shared,System Dependent,1.200 GPixel/s,2.400 GTexel/s,,76.80 GFLOPS,4.800 GFLOPS (1:16),128,End-of-life,"Apr 23rd, 2013"
2262,AMD Radeon HD 6670A,TSMC,40 nm,716 million,118 mm²,TeraScale 2,MXM Module,45 W,,"1000 MHz
										
					4 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,128 bit,64.00 GB/s,4.800 GPixel/s,14.40 GTexel/s,,576.0 GFLOPS,,480,End-of-life,"Apr 19th, 2011"
2263,AMD Emerald,TSMC,28 nm,"2,080 million",160 mm²,GCN 2.0,,,,,12 (12_0),4.6,2.1,1.2.170,,6.5,,,,,,,,,,896,,"May 27th, 2014"
2264,ATI Mobility Radeon HD 3850,TSMC,55 nm,666 million,192 mm²,TeraScale,,35 W,,"750 MHz
										
					1500 Mbps effective",10.1 (10_1),3.3,N/A,N/A,,4.1,512 MB,GDDR3,256 bit,48.00 GB/s,9.280 GPixel/s,9.280 GTexel/s,,371.2 GFLOPS,74.24 GFLOPS (1:5),320,End-of-life,"Jun 4th, 2008"
2265,NVIDIA GeForce 7800 GTX,TSMC,110 nm,302 million,333 mm²,Curie,Single-slot,86 W,,"600 MHz
										
					1200 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,256 bit,38.40 GB/s,6.880 GPixel/s,10.32 GTexel/s,,,,,End-of-life,"Jun 22nd, 2005"
2266,AMD Radeon HD 8760 OEM,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,Dual-slot,80 W,,"1125 MHz
										
					4.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,72.00 GB/s,16.00 GPixel/s,40.00 GTexel/s,,"1,280 GFLOPS",80.00 GFLOPS (1:16),640,End-of-life,"Jan 8th, 2013"
2267,NVIDIA GeForce GTX 770M,TSMC,28 nm,"2,540 million",221 mm²,Kepler,MXM Module,75 W,706 MHz,"1002 MHz
										
					4 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),3 GB,GDDR5,192 bit,96.19 GB/s,15.94 GPixel/s,63.76 GTexel/s,,1.530 TFLOPS,63.76 GFLOPS (1:24),960,End-of-life,"May 30th, 2013"
2268,ATI Radeon HD 4850 X2,TSMC,55 nm,956 million,256 mm²,TeraScale,Dual-slot,250 W,,"995 MHz
										
					1990 Mbps effective",10.1 (10_1),3.3,1.1,N/A,,4.1,512 MB,GDDR3,256 bit,63.68 GB/s,10.00 GPixel/s,25.00 GTexel/s,,"1,000 GFLOPS",200.0 GFLOPS (1:5),800,End-of-life,"Nov 7th, 2008"
2269,NVIDIA ION,TSMC,40 nm,260 million,57 mm²,Tesla 2.0,IGP,20 W,,System Shared,11.1 (10_1),3.3,1.1,N/A,1.2,4.1,System Shared,System Shared,System Shared,System Dependent,2.000 GPixel/s,4.000 GTexel/s,,34.24 GFLOPS,,16,End-of-life,"Jun 3rd, 2008"
2270,NVIDIA Tesla M40 24 GB,TSMC,28 nm,"8,000 million",601 mm²,Maxwell 2.0,Dual-slot,250 W,948 MHz,"1502 MHz
										
					6 Gbps effective",12 (12_1),4.6,3.0,1.3,5.2,6.7,24 GB,GDDR5,384 bit,288.4 GB/s,106.8 GPixel/s,213.5 GTexel/s,,6.832 TFLOPS,213.5 GFLOPS (1:32),3072,End-of-life,"Nov 10th, 2015"
2271,AMD Radeon R9 M365X,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,,unknown,900 MHz,"1125 MHz
										
					4.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),4 GB,GDDR5,128 bit,72.00 GB/s,14.80 GPixel/s,37.00 GTexel/s,,"1,184 GFLOPS",74.00 GFLOPS (1:16),640,End-of-life,"May 5th, 2015"
2272,NVIDIA Quadro P400,Samsung,14 nm,"3,300 million",132 mm²,Pascal,Single-slot,30 W,1228 MHz,"1002 MHz
										
					4 Gbps effective",12 (12_1),4.6,3.0,1.3,6.1,6.7,2 GB,GDDR5,64 bit,32.06 GB/s,20.03 GPixel/s,20.03 GTexel/s,10.02 GFLOPS (1:64),641.0 GFLOPS,20.03 GFLOPS (1:32),256,End-of-life,"Feb 7th, 2017"
2273,NVIDIA GeForce 7950 GT AGP,TSMC,90 nm,278 million,196 mm²,Curie,Single-slot,65 W,,"600 MHz
										
					1200 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,512 MB,GDDR3,256 bit,38.40 GB/s,8.000 GPixel/s,12.00 GTexel/s,,,,,End-of-life,"Apr 2nd, 2007"
2274,AMD Radeon R9 M265X,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,,unknown,575 MHz,"1000 MHz
										
					4 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,64.00 GB/s,10.00 GPixel/s,25.00 GTexel/s,,800.0 GFLOPS,50.00 GFLOPS (1:16),640,End-of-life,"Mar 21st, 2014"
2275,AMD Radeon 780M,TSMC,4 nm,unknown,178 mm²,RDNA 3.0,IGP,15 W,1500 MHz,System Shared,12 Ultimate (12_2),4.6,2.1,1.3,,6.7,System Shared,System Shared,System Shared,System Dependent,92.80 GPixel/s,139.2 GTexel/s,17.82 TFLOPS (2:1),8.909 TFLOPS,556.8 GFLOPS (1:16),768,Active,"Jan 4th, 2023"
2276,NVIDIA GeForce GTX 675MX Mac Edition,TSMC,28 nm,"3,540 million",294 mm²,Kepler,IGP,100 W,719 MHz,"1250 MHz
										
					5 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),1024 MB,GDDR5,256 bit,160.0 GB/s,20.13 GPixel/s,80.53 GTexel/s,,1.933 TFLOPS,80.53 GFLOPS (1:24),1344,End-of-life,"Apr 1st, 2013"
